7.5	15.9326	5.	1.09152
12.5	21.0416	5.	0.392922
17.5	27.3519	5.	0.475558
22.5	32.9135	5.	0.538809
27.5	39.0699	5.	0.591826
32.5	44.9069	5.	0.68986
37.5	52.1237	5.	0.731226
42.5	58.2224	5.	0.844502
47.5	62.1016	5.	0.847497
52.5	67.9572	5.	0.830396
57.5	75.7164	5.	0.863434
65.	83.003	10.	0.826169
75.	94.6524	10.	0.947927
85.	106.011	10.	0.893093
95.	117.076	10.	1.11969
110.	132.843	20.	0.767669
130.	155.286	20.	1.00242
150.	181.099	20.	2.51063
180.	193.339	40.	4.15304
