reso5	0.180759	0.0122935
reso10	0.565121	0.01936
reso15	0.608923	0.0179298
reso20	0.638026	0.0172977
reso25	0.703282	0.0166711
reso30	0.740225	0.0134168
reso35	0.712989	0.015981
reso40	0.728266	0.0157647
reso45	0.745	0.0163109
reso50	0.725822	0.0142068
reso55	0.747068	0.0159022
reso60	0.740499	0.0114185
reso70	0.767178	0.00938943
reso80	0.784771	0.00959207
reso90	0.776022	0.0104201
reso100	0.801396	0.00661396
reso120	0.80121	0.00635167
reso140	0.791798	0.00649294
reso160	0.779912	0.00441677
