reso5	0.915834	0.0106934
reso10	1.006	0.00570779
reso15	0.974062	0.00358366
reso20	0.989913	0.00263417
reso25	0.975682	0.00266586
reso30	0.980309	0.00239434
reso35	0.983491	0.00194531
reso40	0.989399	0.00173693
reso45	0.985593	0.00166175
reso50	0.991928	0.00177157
reso55	0.991699	0.00142433
reso60	0.989285	0.00107417
reso70	0.993854	0.00110418
reso80	1.00065	0.00101271
reso90	0.999039	0.000906888
